aaf_id,team,player,headline,blurb,date,author
Mlx6Z1X5i5Av-jLpFjMD0O5wHPBX,SD,Mike Bercovici,Berc slings the rock all over the yard en route to his first win,"Bercovici attempted a healthy 43 passes and completed 22 of them for 304 yards, a touchdown, and an interception. This was Bercovici's first start since week 1 and it looks like he should have the job on lock as he comfortably topped the performance Alex Ross put out last week. Next week, he has an extremely tough matchup against Birmingham who is only allowing 11.7 PPG to QBs.",2019-03-11,Jackson Conner
MkpRgd5SNWd31jHiLxntSELkwYKP,SD,Terrell Watson,Watson leads the backfield but disapoints,"Watson lead the RBs in snaps and rushing yards but he still had a down week. Watson was heating up on the ground in previous weeks but only averaged 2.8 YPC on 5 carries. The addition of Bishop Sankey to the backfield will really hurt his bottom line. Looking forward to next week, Birmingham gives up the most rushing yards to RBs.",2019-03-11,Jackson Conner
MvqJnkN5sh8Byg8HsPF622BBTKGd,SD,Bishop Sankey,Sankey returns and muddies up the RB rotation,"A familiar face Bishop Sankey is active for the first time and gets some work in his first game. Sankey was only able to muster 20 total yards but this was his first game and expectations should not have been sky high. Still, Sankey looks to be part of the game plan and will garner some touches next week versus Birmingham",2019-03-11,Jackson Conner
Mqs-U1gQrf9_eTiz3LS8GR68hjsZ,SD,Ja'Quan Gardner,Gardner can not stop cold streak in highly inefficient day,"While none of the RBs really excelled against this stout Stallion's run defense, Gardner performed the worst as he only ran for 3 yards on 9 carries with a long of 3 yards. Gardner also caught all 3 of his targets for 16 yards. Gardner is still averaging 5.5 YPC on the season but has been highly inefficient as of late and his usage took a spike with the reinsertion of Sankey. Next week, this early season sensation will look to get back on track against a little easier run defense",2019-03-11,Jackson Conner
Ms7obZS7dFXxIdQMVfg1WsQJeF3y,SD,Dontez Ford,Ford comes up clutch with big late game grab,Ford did have 8 targets on the day but his day was made when he caught a 45 yard pass from Bercovici with 47 seconds remaining in the 4th quarter. Ford currently ranks 5th in the AAF in receiving yards and had the most air yards among any receiver in the AAF in week 5. Ford will look to continue his success in this new look pass first offense under Bercovici next week against the stout Iron pass defense.,2019-03-11,Jackson Conner
MjQdQplRusHyVzncTteLcd_4RdB4,SD,Brian Brown,Brown posts alright numbers in offensive showcase,Brown has still yet to break out but commanded a respectable 8 targets and 81 air yards en route to a 4 rec 44 yard performance. Brown also carried the ball once for 4 yards. Brown saw some more looks as this offense relied on the pass a lot more in this one but was not able to break a big on. Brown should still see a respectable amount of targets next week against a firm Iron pass defense,2019-03-11,Jackson Conner
MtpaAkW1xD2OB6d8qJ8wyp5wSx5_,SD,Nelson Spruce,Spruce has an okay day as Berc spreads it around,Spruce did have 8 targets but he was only able to turn them into 4 receptions for 47 yards. Spruce's perceived value may still be a bit high as his two touchdown performance against San Antonio is still firmly ingrained in people's mind but he seems to be an intrical part of this offense. As Kam Kelly shines on defense Spruce should continue to be viable as a top WR on this team.,2019-03-11,Jackson Conner
MpWMIkFb1L5PEgV4vYswWm1p0gEO,SD,Gavin Escobar,Escobar goes catchless despite announcer's love for him,Escobar was highly touted by the announcers and the fantasy communities as one of the best TEs in the AAF but he could not haul in any of his three targets. In a mix up it looked like he resurrected his day with a late score but it was in fact another TE Ben Johnson. TE remains very up and down and despite the down week Escobar remains among the best at his position.,2019-03-11,Jackson Conner
MnSbN3NKTWGgbhSjjM2pzQ_20YJd,SD,Marcus Baugh,Baugh stretches field and makes some huge catches.,Despite being the lesser known TE on the fleet Baugh has been very productive as of late. Baugh caught 2 of his 4 targets for 65 yards and was second among TEs in air yards with 56. Baugh is hard to miss out there with his flashy plays down the seam and he has definitely caught his coaching staff's attention. Going into next week Baugh still looks to have a stranglehold on some valuable targets in Martz's high-powered offense.,2019-03-11,Jackson Conner
MiUKbbFISV5aL8sntaxSOLtUpPRE,SA,Logan Woodside,Woodside rides hot start to lead upset over hotshots,Woodside started out strong completed 8 of his first 9 passes for 150 yards and 54 yard TD pass to McKay. Woodside ended up with 290 yards 2 TDs and 1 int after a little less production in the second half. Woodsidealso added 13 yards and a 2 point conversion on the ground. It looks like Woodside has silenced all who were calling for Marquise and has once again taken full conntrol of the QB1 position. Next week he faces a quietly stingy Legends pass defense.,2019-03-11,Jackson Conner
MsQPaUeKdRzJSNKUmf9eYi6fhFDv,SA,"Kenneth Farrow, II",Farrow produces solid fantasy day despite late injury,Farrow did not do much on the ground but he hit paydirt and caught a 43 yard screen pass in the 4th quarter which really bolstered his day. Farrow also suffered an undisclosed arm injury which looked to some as a dislocated shoulder. Farrow's injury should be monitored closely as he has a cake matchup next week versus the legends.,2019-03-11,Jackson Conner
Mv1x5oSVJFjxcBN5MwJ58Fp7WOcf,SA,Trey Williams,"Williams jukes, spins, and stumbles his way to a mediocre fantasy day","Trey Williams probably forced more missed tackles per touch than any other running back this week but his offensive line did not do him any favors. Williams ran 10 times for only 22 yards and caught his only target for 8 yards. Williams also stumbled as he was about to score a TD in his second consecutive week. While Williams loooks amazing on the field, the yardage numbers have not been there over the last two weeks but he should see a big boost if Farrow is to miss time.",2019-03-11,Jackson Conner
MpRddErY_E8R7jc9BtPv9XlGkorE,SA,Mekale McKay,Big Play McKay hauls in another long bomb TD,McKay caught all 5 of his targets for 91 yards and that included a long 54 yard dime from Woodside in the Commander's first drive of the game. McKay is currently third in the league in receiving yards and air yards which means he will continue to produce as a top end receiver. Going into next week he remains Woodside's top target despite the worst matchup for WRs in the league,2019-03-11,Jackson Conner
Mk4IH3V19RPzqhXq-wefiCcKGCg6,SA,"Greg Ward, Jr.",Ward's stock continues to plummet after 18 yard day,"Since week 1, Greg Ward has really not done anything noteworthy at all. He is basically a manufactured touch player and is only getting 3-5 of them a game. This week he caught 2 of his three targets for 15 yards and got 3 yards on his only carry. Next week, Ward as a really bad matchup against the top pass defense in Atlanta",2019-03-11,Jackson Conner
MuzB8aju0aGjhWzwt81_5-k3bWva,SA,De'Marcus Ayers,Ayers produces as Woodside's number 2 option,Ayers has still failed to match his week 2 explosion but he still posted a fairly solid day catching 4 of his 5 targets for 50 yards. It seems as Ayers has passed up Ward and looks to be the #2 option for the commanders in the passing game. Ayers looks to be locked in to 4-6 targets but his efficiency will be tested this week against the Legends,2019-03-11,Jackson Conner
Mg7ESCLcQeEi-Z0oZGFiwY2--zlS,SL,Josh Woodrum,Erickson lets Woodrum free in curshing loss to the Fleet,"Woodrum has played a sort of game manager esque role for the Stallions in past weeks but with Oliver out, Woodrum passed the ball a mammoth 48 times. Woodrum averaged almost 8 ypa but had 3 interceptions to go along with his 2 2pt conversions and a late game passing touchdown. This was a wild game and Woodrum probably won't near 50 passing attempts again but as long as Oliver is out Woodrum should be in line for some serious volume.",2019-03-11,Jackson Conner
MoIfI6pzRT6PEupCPEz5uDPNSp9E,SL,Joel Bouagnon,Bouagnon salvages day with 2 TDs,The first week of this Oliver-less backfield did not go exactly as planned for Bouagnon's yardage totals but he still had a good fantasy day on the back of his two touchdowns. Bouagnon posted 11 carries for 36 yards and caught both of his targets for 6 yards. Bouagnon will look to repeat his Trent Richardson esque performance against the Memphis defense who is giving up a lot of fantasy points to RBs,2019-03-11,Jackson Conner
MhpQ_EdOOdPGE72Xu2X1U6pw4jKi,SL,Terrell Newby,Newby takes hold of pass catching role before injury,Newby took the role created by Oliver's absence and ran with it. Newby caught 4 of his 5 targets for 33 yards but was not able to get much going on the ground with only 2 rushing yards. Newby left some meat on the bone as he left the game early from injury plus he had some chunk plays called back due to penalty. We will have to monitor Newbys injury report this week to see his availability for next week.,2019-03-11,Jackson Conner
MuShKYY0K9EeX6CMhI3AqqdV8t4e,SL,Kenny Bell,Bell comes up clutch with huge 2 pt conversion catch,In past weeks Bell had lots of air yards but this week his only had 21. He did catch 3 of his 5 targets for 22 yards and came up with a big 2pt reception late in the fourth quarter. With Woodrum throwing for 380 yards it would have been nice to see Bell gets a little more than 22 yards but he will look to rebound next week against a strong Memphis secondary.,2019-03-11,Jackson Conner
MhUElmUUm5ItoKzS_lLIuWNenhRM,SL,De'Mornay Pierson-El,Pierson-El shows out with 130 yard explosion.,"Pierson-El came back alive this week with a huge 8 catch 130 yard performance on 9 targets. Earlier in the year, Pierson-El was very inefficient with his targets but he has since upped his efficiency by a lot and became Woodrum's definitive favorite target. As opposed to week 3, his air yards were there this week as well with 91. He will look to continye this surge next week against the Express.",2019-03-11,Jackson Conner
MnZyXGX8iVvUgvjJtqLho4ON0yH6,SL,Nick Truesdell,Truesdell establishes himself as a top TE,"With a lot of the early season TE hype going to Anthony Denham, Truesdell caught all 6 of his targets for 71 yards and a TD. He posted the best TE score of the week and one of the best of the season. His late game touchdown was also almost a game clincher before the Fleet stormed back down the field. Going into next week, Memphis gives up the most points to TEs in the league.",2019-03-11,Jackson Conner
MnhMeRsiWw6LMqSeT11jQLPbC19v,SL,Adonis Jennings,Jennings comes up with huge 4th quarter catch despite loss,Jennings caught a long 42 yard reception late in the game but that was about it for him. He caught 1 of his 4 other targets for 5 yards. He did see 70+ air yards which is encouarging and solidifies him as one of the top receivers on this suddenly pass first team. Next week he will try and build on this performance against a stout Memphis secondary,2019-03-11,Jackson Conner
MkPvvbYvaVNNPxdSnPAYxFKkEa0Y,ARI,John Wolford,Wolford musters useable fantasy day despite shaky start,"Wolford started off the game with 3 picks in the first half, although most of them came off tipped passes. Wolford did rebound in the second half though as he slung the ball all over the field. He hit Ross for a 45 yard TD and Duarte for a 4 yard TD late in the game and also passed and ran for a 2pt conversion. Wolford has not quite found his week 1 form but has put together some decent fantasy performances. He is in a pretty good mathcup next week in a presumed pass friendly script",2019-03-11,Jackson Conner
Mqov-trF95R18wq3KsfAxd4YinmG,ARI,Jhurell Pressley,Pressleys disapoints as he is scripted out.,Pressley did not have a lot go his way in this game as he only had 8 carries on the ground and only caught 2 of his 4 targets for 17 yards. The hotshots were beat in all facets of the game in the first half and that left Pressley with not a lot of volume on the ground and his only hope was to break a big run and he cold not. Pressley will probably be in a similar situation this week when the Hotshots take on the high flying Apollos offense.,2019-03-11,Jackson Conner
Mm7snAx05W5tu1iKEJZ1r5GxNG-z,ARI,Rashad Ross,Ross catches bombs and takes shots on his way to another top fantasy performance.,Rashad Ross is becoming an AAF wonder has he posts another day with 100+ yards and a TD which also included a huge 45 yard TD reception that ignited the offense and a huge 2 pt conversion reception late in the game. Ross also led the team down the field late in the game by drawing huge pass intereference calls. Ross looks to be in line for a lot of the same targets in what should be a shootout next week in Orlando.,2019-03-11,Jackson Conner
MvMPK87RjthDpgkxi-5PMRJI56FG,ARI,Marquis Bundy,Bundy thrust into action amongst all the injuries. ,"With Huff going on the IR and Mullaney still being out Bundy was in line for 6 targets by default. He caught 3 of those for 49 yards and shared time with Freddie Martino as the WR2 behind Rocket Ross. With Mullaney possibly coming back soon, Bundy needs to take advanatge of his playing time next week in a presumed pass heavy gamescript.",2019-03-11,Jackson Conner
